200001	 26
200139	 25
199852	 28
199991	 26
199996	 27
199992	 27
199991	 27
199954	 24
199991	 24
201544	 24
198444	 23
199982	 22
203218	 23
196762	 22
199992	 24
199992	 24
199991	 26
199993	 25
199994	 27
199992	 25
199948	 27
199992	 25
199985	 26
199990	 25
199994	 24
200065	 25
199909	 25
199990	 25
199991	 26
199992	 26
199989	 25
199995	 26
199987	 23
199995	 23
200048	 22
199742	 24
199990	 25
199992	 21
199974	 22
199949	 21
199992	 23
199965	 21
199990	 27
199991	 25
199995	 27
199989	 26
199993	 24
199989	 23
199989	 25
199972	 27
199992	 22
199994	 24
199953	 25
199993	 26
200015	 24
199889	 26
199995	 27
200011	 22
199712	 21
199944	 19
199839	 20
199532	 21
199991	 25
199993	 21
199994	 26
199995	 23
199964	 24
199950	 26
199992	 25
199994	 26
199992	 26
199993	 25
199989	 22
1136211	 12
0	 0
0	 0
0	 0
0	 0
63427	 7
199985	 20
199991	 26
199990	 25
199988	 25
199985	 24
199973	 25
199991	 24
199994	 24
199991	 26
354120	 25
45858	 6
199991	 23
199995	 25
199986	 26
199989	 23
199989	 23
199990	 28
199988	 25
199991	 27
199989	 26
199991	 27
199989	 26
199970	 25
199992	 24
199988	 27
199999	 27
199977	 27
199994	 27
199990	 24
199991	 25
2833215	 19
166664	 21
199991	 24
199993	 26
199989	 25
199987	 23
199982	 23
199994	 25
199990	 25
199995	 26
199991	 26
199988	 22
199990	 27
199993	 27
199999	 26
199983	 20
199990	 25
199994	 19
199991	 21
199995	 20
199970	 20
199990	 24
199995	 25
199988	 25
199992	 27
199994	 25
200031	 26
199949	 23
199994	 23
199941	 23
199995	 24
199994	 22
199953	 22
199991	 25
1284481	 15
0	 0
0	 0
0	 0
0	 0
1	 0
115281	 13
199989	 9
200002	 20
199996	 7
200008	 15
199974	 26
200012	 26
199994	 26
199978	 25
199968	 22
199986	 25
199990	 25
199993	 24
199988	 23
200065	 26
199920	 25
199988	 25
199994	 26
199986	 27
199988	 25
199987	 25
199995	 26
199980	 27
199992	 28
199991	 27
199990	 27
199985	 26
199990	 27
199979	 25
199984	 27
199992	 26
199989	 27
199992	 24
199979	 25
199983	 27
199999	 27
199802	 26
199979	 27
199982	 28
199986	 28
199993	 27
199973	 27
199978	 28
199987	 26
199990	 26
199997	 25
199987	 27
199986	 27
199990	 27
199988	 26
199958	 26
199978	 25
199975	 26
199991	 26
199987	 26
199992	 26
199995	 28
199977	 26
199991	 27
199998	 27
199994	 27
199994	 28
200010	 27
199994	 28
200009	 28
199990	 27
200009	 29
199986	 27
199987	 25
199991	 26
199989	 27
199979	 26
199991	 26
199973	 27
199978	 26
200010	 26
199994	 28
200010	 28
199994	 22
199999	 27
199998	 28
200010	 28
199994	 28
199994	 26
199994	 27
199994	 27
199994	 28
200010	 28
39546982	 22
0	 0
0	 0
0	 0
0	 0
15	 0
0	 0
16	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
16	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
16	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
16	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
51075	 6
200010	 24
199972	 22
199988	 23
199990	 26
199993	 21
199995	 18
199989	 28
199989	 24
199992	 22
199990	 23
199985	 24
199986	 22
199986	 21
199993	 21
199986	 23
199987	 20
199989	 22
199989	 21
199992	 21
199991	 25
199991	 25
199993	 20
199988	 21
199988	 23
199994	 23
199987	 22
199992	 20
199994	 23
199989	 21
199987	 24
199992	 24
199992	 24
199983	 22
199987	 26
199983	 23
199994	 25
199993	 24
199987	 25
199986	 26
199994	 22
199989	 11
199991	 0
199990	 0
199988	 0
199989	 0
199988	 0
199990	 0
199988	 0
199989	 0
199989	 0
199985	 0
199988	 0
199951	 0
199976	 0
199989	 0
199986	 0
199990	 0
199995	 0
199987	 0
199993	 0
199990	 0
199988	 0
199987	 0
199993	 0
199989	 0
199989	 0
199987	 0
199989	 0
199986	 0
199987	 0
199990	 0
199989	 0
199987	 0
199986	 0
199983	 0
199989	 0
199987	 0
199987	 0
199987	 0
199982	 0
199987	 0
199989	 0
199971	 0
200001	 25
200000	 27
199989	 26
199987	 27
199987	 29
199987	 28
200001	 36
200208	 36
200001	 18
199983	 18
199988	 0
199984	 0
200001	 18
199964	 18
199991	 0
199990	 0
199993	 0
200000	 0
